customer_id,customer_name,city,acquisition_channel,last_order_date,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
CUST-0525,Wulan Marliana,Makassar,Instagram Ads,2025-12-14,18,13,2619200,5,5,5,555,Champions
CUST-0526,Rangga Firmansyah,Bandar Lampung,TikTok Ads,2025-07-05,180,1,210000,2,1,1,211,Lost
CUST-0527,Oki Ramadhan,Tangerang,Organic Social,2025-12-09,23,10,3862000,4,5,5,455,Champions
CUST-0528,Yuni Ramadhan,Semarang,Referral,2025-12-17,15,2,630700,5,1,2,512,Potential Loyalist
CUST-0529,Reza Kurniawan,Surabaya,Instagram Ads,2025-11-15,47,2,627000,4,1,2,412,Potential Loyalist
CUST-0530,Vina Utami,Bogor,TikTok Ads,2025-12-23,9,8,2342800,5,4,4,544,Champions
CUST-0531,Dinda Utami,Bandung,Instagram Ads,2025-07-08,177,4,845750,2,3,3,233,At-Risk
CUST-0532,Hana Suryadi,Surabaya,Referral,2025-11-30,32,3,497200,4,2,2,422,Potential Loyalist
CUST-0533,Dinda Santoso,Jakarta,Organic Social,2025-05-18,228,4,1174300,2,3,3,233,At-Risk
CUST-0534,Sinta Anggraini,Balikpapan,Marketplace,2025-08-23,131,2,1563700,2,1,4,214,Lost
CUST-0535,Anwar Hartono,Surabaya,Google Search,2025-08-09,145,2,708600,2,1,2,212,Lost
CUST-0536,Sinta Utami,Tangerang,Instagram Ads,2025-12-08,24,1,93500,4,1,1,411,Potential Loyalist
CUST-0537,Cindy Marliana,Bandung,Instagram Ads,2025-11-26,36,6,832200,4,4,3,443,Champions
CUST-0538,Hana Kurniawan,Jakarta,Organic Social,2025-08-01,153,1,356000,2,1,1,211,Lost
CUST-0539,Cindy Kurniawan,Jakarta,Google Search,2025-11-02,60,11,2912150,3,5,5,355,Loyal
CUST-0540,Mega Rahayu,Denpasar,Instagram Ads,2025-10-22,71,3,664100,3,2,2,322,Needs Attention
CUST-0541,Erik Purnama,Yogyakarta,TikTok Ads,2025-12-30,2,19,5306900,5,5,5,555,Champions
CUST-0542,Indra Nugroho,Semarang,TikTok Ads,2025-04-07,269,5,1867300,1,3,4,134,At-Risk
CUST-0543,Nadia Kurniawan,Medan,Referral,2025-11-07,55,5,841000,3,3,3,333,Needs Attention
CUST-0544,Indra Halim,Bandung,TikTok Ads,2025-02-18,317,2,462600,1,1,2,112,Lost
CUST-0545,Vina Cahyani,Tangerang,Referral,2025-12-19,13,4,401300,5,3,2,532,Potential Loyalist
CUST-0546,Taufik Gunawan,Semarang,Marketplace,2025-10-17,76,7,2491200,3,4,4,344,Loyal
CUST-0547,Vero Nugroho,jakarta,Referral,2025-11-26,36,8,1957250,4,4,4,444,Champions
CUST-0548,Taufik Sukmawati,Medan,Organic Social,2025-12-27,5,7,1457100,5,4,3,543,Champions
CUST-0549,Rizky Halim,semarang,Instagram Ads,2025-06-27,188,1,275000,2,1,1,211,Lost
CUST-0550,Taufik Hidayat,Jakarta,Instagram Ads,2025-12-16,16,19,4168350,5,5,5,555,Champions
CUST-0551,Dinda Anggraini,Jakarta,Instagram Ads,2024-06-17,563,1,169100,1,1,1,111,Lost
CUST-0552,Rizky Utami,Malang,TikTok Ads,2025-12-01,31,9,2866450,4,4,5,445,Champions
CUST-0553,Rizky Maulana,Depok,Marketplace,2025-12-27,5,19,9744350,5,5,5,555,Champions
CUST-0554,Rangga Saputra,Solo,Google Search,2025-10-08,85,2,476250,3,1,2,312,Needs Attention
CUST-0555,Reza Gunawan,Bekasi,Referral,2025-12-30,2,9,2690700,5,4,5,545,Champions
CUST-0556,Lukman Ramadhan,Semarang,Instagram Ads,2025-09-03,120,3,349300,2,2,1,221,Lost
CUST-0557,Krisna Hidayat,Balikpapan,Instagram Ads,2025-12-19,13,2,278000,5,1,1,511,Potential Loyalist
CUST-0558,Joko Wijaya,Medan,Instagram Ads,2025-12-21,11,10,2652700,5,5,5,555,Champions
CUST-0559,Sinta Permana,Bandung,TikTok Ads,2025-11-20,42,10,3789750,4,5,5,455,Champions
CUST-0560,Oki Kusuma,Medan,TikTok Ads,2025-11-14,48,3,752500,4,2,2,422,Potential Loyalist
CUST-0561,Yuni Utami,Depok,Organic Social,2025-10-15,78,5,3064250,3,3,5,335,Needs Attention
CUST-0562,Omar Rahayu,Denpasar,TikTok Ads,2025-08-26,128,7,1846550,2,4,4,244,Loyal
CUST-0563,Irfan Firmansyah,Medan,Google Search,2025-06-03,212,3,962500,2,2,3,223,Lost
CUST-0564,Beni Nugroho,Makassar,TikTok Ads,2025-03-22,285,4,873500,1,3,3,133,At-Risk
CUST-0565,Zaki Rahayu,Semarang,Organic Social,2025-08-28,126,8,2738300,2,4,5,245,Loyal
CUST-0566,Hesti Santoso,Surabaya,Marketplace,2024-10-05,453,2,420000,1,1,2,112,Lost
CUST-0567,Sinta Firmansyah,Unknown,Organic Social,2025-06-15,200,1,675000,2,1,2,212,Lost
CUST-0568,Ulfa Marliana,Malang,Marketplace,2025-09-07,116,5,2224900,2,3,4,234,At-Risk
CUST-0569,Vero Lestari,Bekasi,Instagram Ads,2024-11-10,417,1,156000,1,1,1,111,Lost
CUST-0570,Dinda Utami,Jakarta,Marketplace,2024-03-03,669,1,230000,1,1,1,111,Lost
CUST-0571,Rizky Ramadhan,Surabaya,Instagram Ads,2025-11-13,49,3,527500,4,2,2,422,Potential Loyalist
CUST-0572,Farah Santoso,jakarta,TikTok Ads,2024-11-08,419,2,203000,1,1,1,111,Lost
CUST-0573,Tono Darmawan,Yogyakarta,Marketplace,2025-11-20,42,8,2976400,4,4,5,445,Champions
CUST-0574,Yoga Wibowo,Surabaya,Organic Social,2025-05-05,241,2,430000,1,1,2,112,Lost
CUST-0575,Hilda Kurniawan,Bogor,Marketplace,2025-07-30,155,4,2169000,2,3,4,234,At-Risk
CUST-0576,Krisna Halim,Malang,Instagram Ads,2025-12-24,8,5,811750,5,3,3,533,Potential Loyalist
CUST-0577,Yoga Sukmawati,Jakarta,Marketplace,2025-12-02,30,5,2002600,4,3,4,434,Potential Loyalist
CUST-0578,Lukman Utami,Bandung,Google Search,2025-11-27,35,2,138550,4,1,1,411,Potential Loyalist
CUST-0579,Dewi Handoko,Bandung,Referral,2025-10-17,76,2,335000,3,1,1,311,Needs Attention
CUST-0580,Sinta Santoso,Solo,Instagram Ads,2025-07-07,178,1,186150,2,1,1,211,Lost
CUST-0581,Sinta Firmansyah,Jakarta,Instagram Ads,2025-12-23,9,4,994350,5,3,3,533,Potential Loyalist
CUST-0582,Wawan Hartono,Bandung,Google Search,2025-06-16,199,2,643000,2,1,2,212,Lost
CUST-0583,Citra Kusuma,Tangerang,Instagram Ads,2025-10-13,80,6,2385600,3,4,4,344,Loyal
CUST-0584,Erik Gunawan,Bandung,Instagram Ads,2025-07-11,174,4,886200,2,3,3,233,At-Risk
CUST-0585,Galih Setiawan,Tangerang,Instagram Ads,2025-12-30,2,5,1983450,5,3,4,534,Potential Loyalist
CUST-0586,Jihan Saputra,Denpasar,Instagram Ads,2024-11-26,401,2,214200,1,1,1,111,Lost
CUST-0587,Prita Pratama,Malang,Organic Social,2025-12-27,5,9,1610350,5,4,4,544,Champions
CUST-0588,Irfan Setiawan,medan,TikTok Ads,2025-03-01,306,2,565500,1,1,2,112,Lost
CUST-0589,Farah Permana,Bekasi,Instagram Ads,2025-06-24,191,2,3027000,2,1,5,215,Lost
CUST-0590,Putri Handoko,Yogyakarta,Marketplace,2024-05-31,580,1,228000,1,1,1,111,Lost
CUST-0591,Lukman Purnama,Solo,Marketplace,2025-03-07,300,4,534250,1,3,2,132,At-Risk
CUST-0592,Cindy Utami,Denpasar,Referral,2025-12-28,4,15,4327250,5,5,5,555,Champions
CUST-0593,Ivan Kurniawan,Jakarta,Organic Social,2025-05-01,245,5,739600,1,3,2,132,At-Risk
CUST-0594,Vina Nugroho,surabaya,Referral,2025-12-18,14,14,3446300,5,5,5,555,Champions
CUST-0595,Laras Kusuma,Semarang,TikTok Ads,2025-08-08,146,3,811000,2,2,3,223,Lost
CUST-0596,Oki Rahayu,Surabaya,TikTok Ads,2025-09-15,108,16,5497900,3,5,5,355,Loyal
CUST-0597,Adit Rahayu,depok,Organic Social,2025-12-04,28,12,2562600,4,5,5,455,Champions
CUST-0598,Joko Kusuma,Surabaya,Instagram Ads,2025-12-15,17,4,1157100,5,3,3,533,Potential Loyalist
CUST-0599,Wulan Nugroho,Medan,TikTok Ads,2025-11-02,60,6,3429000,3,4,5,345,Loyal
CUST-0600,Bagus Utami,Yogyakarta,Instagram Ads,2025-07-15,170,8,1975750,2,4,4,244,Loyal
CUST-0601,Laras Halim,Medan,Instagram Ads,2024-11-15,412,1,176000,1,1,1,111,Lost
CUST-0602,Laras Firmansyah,Bandung,Instagram Ads,2025-12-25,7,5,1429050,5,3,3,533,Potential Loyalist
CUST-0603,Faisal Handoko,Tangerang,TikTok Ads,2025-12-29,3,2,192000,5,1,1,511,Potential Loyalist
CUST-0604,Anwar Kusuma,Jakarta,Google Search,2025-09-04,119,2,1745000,2,1,4,214,Lost
CUST-0605,Nadia Purnama,Semarang,Instagram Ads,2025-12-12,20,10,2896800,4,5,5,455,Champions
CUST-0606,Jasmine Rahayu,Surabaya,Referral,2025-11-29,33,3,1191600,4,2,3,423,Potential Loyalist
CUST-0607,Hilda Yulianti,Bogor,TikTok Ads,2025-05-26,220,6,1480000,2,4,4,244,Loyal
CUST-0608,Jihan Prakoso,Bekasi,Instagram Ads,2025-12-04,28,20,7307100,4,5,5,455,Champions
CUST-0609,Ulfa Rahayu,Pekanbaru,TikTok Ads,2025-11-04,58,10,2852500,3,5,5,355,Loyal
CUST-0610,Cahya Sukmawati,Pekanbaru,Marketplace,2025-10-31,62,5,1750600,3,3,4,334,Needs Attention
CUST-0611,Anwar Utami,Bogor,Marketplace,2025-11-27,35,2,219500,4,1,1,411,Potential Loyalist
CUST-0612,Yoga Yulianti,Jakarta,Instagram Ads,2025-10-16,77,1,70000,3,1,1,311,Needs Attention
CUST-0613,Cahya Lestari,Semarang,TikTok Ads,2025-08-31,123,1,50000,2,1,1,211,Lost
CUST-0614,Jihan Maulana,Jakarta,Google Search,2025-09-30,93,1,169100,3,1,1,311,Needs Attention
CUST-0615,Krisna Suryadi,Makassar,Instagram Ads,2025-09-04,119,2,250000,2,1,1,211,Lost
CUST-0616,Anwar Cahyani,Semarang,TikTok Ads,2025-11-25,37,2,1091500,4,1,3,413,Potential Loyalist
CUST-0617,Kartika Nugroho,Jakarta,Instagram Ads,2025-10-23,70,7,1964450,3,4,4,344,Loyal
CUST-0618,Vero Wijaya,Surabaya,Instagram Ads,2025-12-01,31,10,2725500,4,5,5,455,Champions
CUST-0619,Kevin Hartono,Balikpapan,TikTok Ads,2025-02-05,330,2,377000,1,1,1,111,Lost
CUST-0620,Rizky Kurniawan,Jakarta,Marketplace,2025-12-21,11,1,81000,5,1,1,511,Potential Loyalist
CUST-0621,Anwar Prakoso,Makassar,Instagram Ads,2025-07-06,179,1,494000,2,1,2,212,Lost
CUST-0622,Ivan Permana,Yogyakarta,Instagram Ads,2025-09-13,110,11,3689000,2,5,5,255,Loyal
CUST-0623,Taufik Wijaya,bekasi,TikTok Ads,2025-11-27,35,6,1277400,4,4,3,443,Champions
CUST-0624,Yuni Ramadhan,Denpasar,TikTok Ads,2025-10-03,90,9,1673200,3,4,4,344,Loyal
CUST-0625,Fajar Setiawan,Medan,Instagram Ads,2025-11-12,50,2,117000,4,1,1,411,Potential Loyalist
CUST-0626,Nadia Saputra,Bogor,TikTok Ads,2025-11-07,55,3,1402500,3,2,3,323,Needs Attention
CUST-0627,Krisna Santoso,Surabaya,TikTok Ads,2025-11-07,55,4,1342000,3,3,3,333,Needs Attention
CUST-0628,Dinda Yulianti,Bandung,Google Search,2025-11-10,52,21,7052250,3,5,5,355,Loyal
CUST-0629,Wawan Darmawan,Tangerang,TikTok Ads,2025-12-13,19,1,389000,5,1,2,512,Potential Loyalist
CUST-0630,Prita Yulianti,Yogyakarta,Marketplace,2025-06-25,190,2,264500,2,1,1,211,Lost
CUST-0631,Ivan Setiawan,Denpasar,Instagram Ads,2025-12-14,18,10,2416800,5,5,4,554,Champions
CUST-0632,Dinda Lestari,Bogor,Instagram Ads,2025-12-21,11,9,2234900,5,4,4,544,Champions
CUST-0633,Sari Kusuma,Bandar Lampung,Marketplace,2025-12-19,13,20,5352200,5,5,5,555,Champions
CUST-0634,Putri Handoko,Denpasar,Instagram Ads,2024-02-24,677,2,682400,1,1,2,112,Lost
CUST-0635,Gita Nugroho,Jakarta,Marketplace,2025-06-05,210,2,466000,2,1,2,212,Lost
CUST-0636,Cindy Handoko,Denpasar,TikTok Ads,2025-12-13,19,8,953900,5,4,3,543,Champions
CUST-0637,Galih Kusuma,Makassar,Marketplace,2025-10-14,79,7,1421000,3,4,3,343,Loyal
CUST-0638,Dewi Rahayu,bandar lampung,Organic Social,2025-12-02,30,3,2218300,4,2,4,424,Potential Loyalist
CUST-0639,Taufik Darmawan,Yogyakarta,Instagram Ads,2025-11-02,60,4,600500,3,3,2,332,Needs Attention
CUST-0640,Taufik Saputra,Unknown,TikTok Ads,2025-09-03,120,1,165000,2,1,1,211,Lost
CUST-0641,Rangga Utami,Jakarta,Instagram Ads,2024-08-07,512,1,777000,1,1,2,112,Lost
CUST-0642,Bayu Cahyani,Balikpapan,Referral,2025-11-04,58,5,1140800,3,3,3,333,Needs Attention
CUST-0643,Laras Ramadhan,Surabaya,Instagram Ads,2025-09-20,103,2,441100,3,1,2,312,Needs Attention
CUST-0644,Rizky Saputra,Jakarta,Instagram Ads,2025-07-31,154,3,660000,2,2,2,222,Lost
CUST-0645,Galih Halim,Balikpapan,Marketplace,2025-10-01,92,1,168000,3,1,1,311,Needs Attention
CUST-0646,Umar Hidayat,Bogor,Google Search,2025-12-04,28,10,3838300,4,5,5,455,Champions
CUST-0647,Dinda Hidayat,Medan,TikTok Ads,,,0,0,,,,,Never Purchased
CUST-0648,Krisna Setiawan,Makassar,Marketplace,2025-09-03,120,2,346000,2,1,1,211,Lost
CUST-0649,Nadia Saputra,Bandung,Google Search,2025-10-05,88,10,3162000,3,5,5,355,Loyal
CUST-0650,Vina Ramadhan,Denpasar,TikTok Ads,2025-12-07,25,3,1293000,4,2,3,423,Potential Loyalist
CUST-0651,Endah Firmansyah,bekasi,Marketplace,2025-12-31,1,9,2593750,5,4,5,545,Champions
CUST-0652,Farah Kurniawan,Malang,Instagram Ads,2025-05-04,242,4,741450,1,3,2,132,At-Risk
CUST-0653,Sari Hartono,Jakarta,Google Search,2025-12-19,13,3,1048850,5,2,3,523,Potential Loyalist
CUST-0654,Ivan Anggraini,Bandung,TikTok Ads,2025-12-24,8,11,4284900,5,5,5,555,Champions
CUST-0655,Yoga Cahyani,Jakarta,Referral,2025-11-22,40,9,1907200,4,4,4,444,Champions
CUST-0656,Faisal Setiawan,Jakarta,Instagram Ads,2025-12-28,4,17,4096550,5,5,5,555,Champions
CUST-0657,Omar Halim,Bekasi,Instagram Ads,2025-06-29,186,1,95000,2,1,1,211,Lost
CUST-0658,Doni Firmansyah,Bandar Lampung,Instagram Ads,2025-11-28,34,5,3305000,4,3,5,435,Potential Loyalist
CUST-0659,Jasmine Lestari,Semarang,Organic Social,2025-12-19,13,4,1196600,5,3,3,533,Potential Loyalist
CUST-0660,Ulfa Setiawan,Yogyakarta,Instagram Ads,2025-11-30,32,3,914000,4,2,3,423,Potential Loyalist
CUST-0661,Umar Kurniawan,Medan,TikTok Ads,2025-12-19,13,9,2235250,5,4,4,544,Champions
CUST-0662,Joko Permana,Semarang,Instagram Ads,2025-09-15,108,3,395600,3,2,2,322,Needs Attention
CUST-0663,Ulfa Kurniawan,Semarang,TikTok Ads,2025-05-30,216,5,891400,2,3,3,233,At-Risk
CUST-0664,Nadia Utami,Unknown,Organic Social,2025-11-07,55,8,2717800,3,4,5,345,Loyal
CUST-0665,Putri Kusuma,Semarang,Referral,2025-07-15,170,4,936500,2,3,3,233,At-Risk
CUST-0666,Putri Rahayu,Denpasar,Referral,2025-12-08,24,5,1917450,4,3,4,434,Potential Loyalist
CUST-0667,Sari Maulana,Palembang,Instagram Ads,2025-02-25,310,4,771550,1,3,2,132,At-Risk
CUST-0668,Doni Hidayat,Jakarta,Referral,2024-08-10,509,2,177750,1,1,1,111,Lost
CUST-0669,Bagus Kusuma,Yogyakarta,Marketplace,2025-11-10,52,13,5054450,3,5,5,355,Loyal
CUST-0670,Fajar Halim,Bandung,Instagram Ads,2025-04-26,250,2,700000,1,1,2,112,Lost
CUST-0671,Zaki Anggraini,Jakarta,Referral,2025-11-16,46,3,809850,4,2,2,422,Potential Loyalist
CUST-0672,Anwar Wibowo,Jakarta,Instagram Ads,2025-10-26,67,2,522750,3,1,2,312,Needs Attention
CUST-0673,Erik Pratama,Yogyakarta,Instagram Ads,2025-09-02,121,8,2366000,2,4,4,244,Loyal
CUST-0674,Cindy Saputra,Bekasi,TikTok Ads,2025-10-11,82,1,209000,3,1,1,311,Needs Attention
CUST-0675,Taufik Permana,Bekasi,Marketplace,2025-11-12,50,3,698250,4,2,2,422,Potential Loyalist
CUST-0676,Rangga Suryadi,Jakarta,Google Search,2025-05-29,217,4,1690300,2,3,4,234,At-Risk
CUST-0677,Putri Firmansyah,Jakarta,TikTok Ads,2025-10-22,71,17,4133500,3,5,5,355,Loyal
CUST-0678,Adit Wijaya,Jakarta,Google Search,2025-10-17,76,10,3018000,3,5,5,355,Loyal
CUST-0679,Galih Santoso,Denpasar,Referral,2024-03-13,659,1,366000,1,1,1,111,Lost
CUST-0680,Jihan Yulianti,Bandung,Instagram Ads,2024-01-15,717,2,668000,1,1,2,112,Lost
CUST-0681,Yuni Yulianti,Yogyakarta,Organic Social,2025-12-10,22,6,2074200,4,4,4,444,Champions
CUST-0682,Rangga Marliana,Tangerang,Instagram Ads,2025-11-19,43,5,1120950,4,3,3,433,Potential Loyalist
CUST-0683,Laras Kusuma,Tangerang,TikTok Ads,2025-11-21,41,5,2185000,4,3,4,434,Potential Loyalist
CUST-0684,Guntur Setiawan,Unknown,Instagram Ads,2025-09-21,102,6,1573400,3,4,4,344,Loyal
CUST-0685,Endah Pratama,Semarang,Organic Social,2025-07-02,183,2,583000,2,1,2,212,Lost
CUST-0686,Anwar Hartono,Semarang,Instagram Ads,2025-08-07,147,6,2345850,2,4,4,244,Loyal
CUST-0687,Galih Darmawan,Tangerang,Google Search,2025-10-01,92,4,558100,3,3,2,332,Needs Attention
CUST-0688,Ivan Ramadhan,Makassar,Instagram Ads,2024-04-20,621,1,150000,1,1,1,111,Lost
CUST-0689,Galih Saputra,Bogor,Instagram Ads,2024-11-17,410,2,468000,1,1,2,112,Lost
CUST-0690,Mega Hidayat,Medan,Instagram Ads,2025-12-16,16,5,1743500,5,3,4,534,Potential Loyalist
CUST-0691,Kevin Marliana,Jakarta,Organic Social,2025-07-21,164,7,1640750,2,4,4,244,Loyal
CUST-0692,Bayu Prakoso,Yogyakarta,TikTok Ads,2025-06-30,185,7,1252450,2,4,3,243,Loyal
CUST-0693,Umar Santoso,Unknown,Marketplace,2025-05-03,243,2,759000,1,1,2,112,Lost
CUST-0694,Maya Saputra,Balikpapan,TikTok Ads,2025-07-08,177,3,2083550,2,2,4,224,Lost
CUST-0695,Gita Darmawan,Bandung,Google Search,2025-08-30,124,4,819550,2,3,3,233,At-Risk
CUST-0696,Kartika Yulianti,Surabaya,Instagram Ads,2025-11-18,44,13,5191600,4,5,5,455,Champions
CUST-0697,Doni Kurniawan,Surabaya,TikTok Ads,2025-12-18,14,15,5660450,5,5,5,555,Champions
CUST-0698,Citra Prakoso,Bandung,Referral,2025-07-18,167,8,2400000,2,4,4,244,Loyal
CUST-0699,Kevin Sukmawati,Makassar,Instagram Ads,2025-12-09,23,6,1013100,4,4,3,443,Champions
CUST-0700,Tono Hartono,Balikpapan,Instagram Ads,2025-11-10,52,7,2630000,3,4,5,345,Loyal
CUST-0701,Vina Pratama,Jakarta,Organic Social,2025-10-08,85,2,495000,3,1,2,312,Needs Attention
CUST-0702,Kevin Purnama,Pekanbaru,Instagram Ads,2025-11-30,32,2,764000,4,1,2,412,Potential Loyalist
CUST-0703,Mega Utami,Jakarta,Instagram Ads,2025-06-02,213,4,660500,2,3,2,232,At-Risk
CUST-0704,Wulan Santoso,Depok,Referral,2025-08-08,146,16,4899050,2,5,5,255,Loyal
CUST-0705,Dinda Kurniawan,Depok,Instagram Ads,2025-09-24,99,8,2191000,3,4,4,344,Loyal
CUST-0706,Anwar Wijaya,Unknown,Marketplace,2025-11-04,58,5,1288600,3,3,3,333,Needs Attention
CUST-0707,Oki Sukmawati,bandung,Google Search,2025-11-28,34,6,1369650,4,4,3,443,Champions
CUST-0708,Umar Rahayu,Medan,Instagram Ads,2025-11-01,61,4,1216950,3,3,3,333,Needs Attention
CUST-0709,Dewi Ramadhan,Semarang,Referral,2025-05-06,240,1,125000,1,1,1,111,Lost
CUST-0710,Oki Maulana,Surabaya,Instagram Ads,2025-12-06,26,5,1148700,4,3,3,433,Potential Loyalist
CUST-0711,Dewi Setiawan,Surabaya,TikTok Ads,2025-03-22,285,4,1209750,1,3,3,133,At-Risk
CUST-0712,Indra Suryadi,Jakarta,Google Search,,,0,0,,,,,Never Purchased
CUST-0713,Ivan Utami,Yogyakarta,Instagram Ads,2025-12-29,3,10,3671500,5,5,5,555,Champions
CUST-0714,Sinta Maulana,Bandung,TikTok Ads,2025-09-14,109,2,640800,2,1,2,212,Lost
CUST-0715,Umar Kusuma,Bandung,Marketplace,2025-01-16,350,2,309050,1,1,1,111,Lost
CUST-0716,Dinda Utami,makassar,Instagram Ads,2025-02-12,323,2,385800,1,1,2,112,Lost
CUST-0717,Omar Kurniawan,Surabaya,Instagram Ads,2025-07-05,180,1,57600,2,1,1,211,Lost
CUST-0718,Umar Anggraini,Bogor,TikTok Ads,2025-12-14,18,10,2470650,5,5,4,554,Champions
CUST-0719,Rangga Setiawan,Bandung,TikTok Ads,2025-11-15,47,4,1241650,4,3,3,433,Potential Loyalist
CUST-0720,Mega Marliana,Tangerang,Google Search,2024-12-09,388,1,339000,1,1,1,111,Lost
CUST-0721,Omar Hidayat,Jakarta,Instagram Ads,2025-10-05,88,8,2986900,3,4,5,345,Loyal
CUST-0722,Farah Kurniawan,Denpasar,Google Search,2025-11-19,43,4,755650,4,3,2,432,Potential Loyalist
CUST-0723,Rizky Rahayu,Malang,Marketplace,2025-06-09,206,2,433000,2,1,2,212,Lost
CUST-0724,Lukman Saputra,Jakarta,TikTok Ads,2025-03-13,294,2,381000,1,1,1,111,Lost
CUST-0725,Galih Wibowo,Yogyakarta,Referral,2025-04-24,252,4,3148500,1,3,5,135,At-Risk
CUST-0726,Hesti Hidayat,Jakarta,Organic Social,2025-04-24,252,1,145000,1,1,1,111,Lost
CUST-0727,Krisna Hidayat,Makassar,Instagram Ads,2025-11-19,43,16,5014300,4,5,5,455,Champions
CUST-0728,Ivan Ramadhan,Bandung,Google Search,2025-12-27,5,9,2071800,5,4,4,544,Champions
CUST-0729,Umar Kurniawan,Makassar,Google Search,2024-09-05,483,2,308000,1,1,1,111,Lost
CUST-0730,Taufik Yulianti,Yogyakarta,Instagram Ads,2025-01-21,345,2,1395000,1,1,3,113,Lost
CUST-0731,Anwar Halim,Jakarta,Google Search,2025-12-20,12,16,3846600,5,5,5,555,Champions
CUST-0732,Wulan Nugroho,Medan,Instagram Ads,2025-08-29,125,2,1234000,2,1,3,213,Lost
CUST-0733,Bayu Maulana,Bogor,TikTok Ads,2025-10-01,92,3,1054000,3,2,3,323,Needs Attention
CUST-0734,Lukman Pratama,Bekasi,Referral,2025-11-26,36,2,348300,4,1,1,411,Potential Loyalist
CUST-0735,Oki Utami,Makassar,Referral,2025-01-09,357,1,115000,1,1,1,111,Lost
CUST-0736,Reza Gunawan,Surabaya,Instagram Ads,2025-12-26,6,3,730600,5,2,2,522,Potential Loyalist
CUST-0737,Bayu Darmawan,Surabaya,Marketplace,2025-02-09,326,1,270000,1,1,1,111,Lost
CUST-0738,Zahra Saputra,Bandar Lampung,Instagram Ads,2025-12-09,23,8,3774600,4,4,5,445,Champions
CUST-0739,Guntur Anggraini,Bandar Lampung,Organic Social,2025-12-29,3,7,3541200,5,4,5,545,Champions
CUST-0740,Vina Wibowo,Surabaya,Google Search,2025-12-25,7,3,503450,5,2,2,522,Potential Loyalist
CUST-0741,Ivan Nugroho,Bekasi,TikTok Ads,2025-11-29,33,10,2995500,4,5,5,455,Champions
CUST-0742,Ayu Sukmawati,Bogor,Instagram Ads,2025-10-31,62,5,1294300,3,3,3,333,Needs Attention
CUST-0743,Umar Darmawan,Surabaya,Organic Social,2025-03-08,299,3,934600,1,2,3,123,Lost
CUST-0744,Irfan Halim,Yogyakarta,TikTok Ads,2025-12-13,19,9,1875650,5,4,4,544,Champions
CUST-0745,Mega Marliana,Denpasar,Referral,2025-05-23,223,1,115000,2,1,1,211,Lost
CUST-0746,Mega Marliana,Jakarta,Referral,2025-04-15,261,1,84000,1,1,1,111,Lost
CUST-0747,Jasmine Cahyani,Jakarta,Organic Social,2025-12-26,6,6,1421800,5,4,3,543,Champions
CUST-0748,Zaki Santoso,Tangerang,TikTok Ads,2025-06-17,198,4,949100,2,3,3,233,At-Risk
CUST-0749,Rizky Wijaya,Surabaya,Referral,2025-12-17,15,5,1261050,5,3,3,533,Potential Loyalist
CUST-0750,Joko Kusuma,Palembang,Referral,2025-12-30,2,2,205100,5,1,1,511,Potential Loyalist
CUST-0751,Tono Firmansyah,Jakarta,Instagram Ads,2025-09-01,122,9,2647200,2,4,5,245,Loyal
CUST-0752,Endah Suryadi,Palembang,Organic Social,2024-05-10,601,1,660000,1,1,2,112,Lost
CUST-0753,Mega Ramadhan,Semarang,TikTok Ads,2024-06-16,564,1,142800,1,1,1,111,Lost
CUST-0754,Krisna Hidayat,Surabaya,Google Search,2024-09-05,483,1,156000,1,1,1,111,Lost
CUST-0755,Yuni Wijaya,Semarang,Instagram Ads,2024-12-09,388,2,305250,1,1,1,111,Lost
CUST-0756,Fajar Wijaya,Jakarta,Instagram Ads,2025-12-13,19,4,1128250,5,3,3,533,Potential Loyalist
CUST-0757,Ulfa Hartono,Solo,Google Search,2025-11-24,38,10,2817650,4,5,5,455,Champions
CUST-0758,Fajar Darmawan,Medan,Instagram Ads,2025-12-30,2,18,4901250,5,5,5,555,Champions
CUST-0759,Krisna Santoso,Surabaya,Instagram Ads,2025-04-13,263,2,2645000,1,1,5,115,Lost
CUST-0760,Ulfa Saputra,Jakarta,Google Search,2025-07-17,168,3,928200,2,2,3,223,Lost
CUST-0761,Nadia Kurniawan,Jakarta,Organic Social,2025-12-04,28,9,3775350,4,4,5,445,Champions
CUST-0762,Laras Hartono,Tangerang,TikTok Ads,2025-01-29,337,1,106200,1,1,1,111,Lost
CUST-0763,Galih Yulianti,Jakarta,Instagram Ads,2025-12-19,13,6,1064400,5,4,3,543,Champions
CUST-0764,Endah Firmansyah,Makassar,Organic Social,2024-05-08,603,1,330650,1,1,1,111,Lost
CUST-0765,Wawan Gunawan,Tangerang,Google Search,2025-03-20,287,2,577000,1,1,2,112,Lost
CUST-0766,Beni Santoso,Makassar,TikTok Ads,2025-10-02,91,4,1745500,3,3,4,334,Needs Attention
CUST-0767,Wawan Wibowo,Semarang,Referral,2025-08-28,126,5,850000,2,3,3,233,At-Risk
CUST-0768,Wawan Kurniawan,Makassar,Referral,2025-03-02,305,2,629400,1,1,2,112,Lost
CUST-0769,Endah Marliana,Bandar Lampung,Organic Social,2024-09-10,478,1,356000,1,1,1,111,Lost
CUST-0770,Dewi Prakoso,Palembang,TikTok Ads,2025-11-10,52,10,3098750,3,5,5,355,Loyal
