customer_id,customer_name,phone,gender,age,city,province,signup_date,acquisition_channel
CUST-00647,Rizky Darmawan,0878-5041-7521,Female,23,Makassar,Sulawesi Selatan,2022-02-16,Marketplace
CUST-00648,Krisna Anggraini,088518703616,Female,26,Pekanbaru,Riau,2022-09-25,Google Search
CUST-00649,Bagus Anggraini,081824292219,Male,29,Balikpapan,Kalimantan Timur,2022-01-29,Google Search
CUST-00650,Maya Maulana,0838-7195-7806,Male,31,Tangerang,Banten,2022-04-24,Organic Social
CUST-00651,Tono Permana,086814607453,Female,29,Medan,Sumatera Utara,2022-12-25,Google Search
CUST-00652,Tono Yulianti,+6281251297473,Laki-laki,29,Solo,Jawa Tengah,2022-02-07,Instagram Ads
CUST-00653,Dinda Gunawan,0838-9715-4383,Female,23,Depok,Jawa Barat,2022-08-03,Marketplace
CUST-00654,Yuni Gunawan,087079529343,Female,38,Bandung,Jawa Barat,2022-01-14,Marketplace
CUST-00655,Dewi Wijaya,0816-2611-8232,Laki-laki,39,Tangerang,Banten,2022-05-05,Marketplace
CUST-00656,Doni Halim,0848-7489-4970,Male,33,Solo,Jawa Tengah,2022-11-04,TikTok Ads
CUST-00657,Ulfa Handoko,082981239878,Perempuan,38,Bandung,Jawa Barat,2022-03-20,TikTok Ads
CUST-00658,Taufik Maulana,084878257065,Male,34,Medan,Sumatera Utara,2022-08-18,Instagram Ads
CUST-00659,Irfan Lestari,089428386557,Female,34,Depok,Jawa Barat,2022-11-12,Instagram Ads
CUST-00660,Putri Marliana,+6289752418323,Female,25,Pekanbaru,Riau,2022-06-03,Organic Social
CUST-00661,Bagus Wijaya,+6281382379480,Perempuan,19,Jakarta,DKI Jakarta,2022-03-26,TikTok Ads
CUST-00662,Oki Yulianti,+6287672664604,Female,33,Jakarta,DKI Jakarta,2022-01-01,Referral
CUST-00663,Beni Cahyani,0817-6011-6707,Female,24,Balikpapan,Kalimantan Timur,2022-08-12,Google Search
CUST-00664,Fajar Marliana,+6284911597089,Female,27,Bekasi,Jawa Barat,2022-11-02,Referral
CUST-00665,Endah Yulianti,0820-4826-2379,Male,36,Makassar,Sulawesi Selatan,2022-01-03,Google Search
CUST-00666,Doni Darmawan,088292167784,Male,25,Balikpapan,Kalimantan Timur,2022-11-25,Google Search
CUST-00667,Yoga Suryadi,083251189592,Female,29,Balikpapan,Kalimantan Timur,2022-04-22,Organic Social
CUST-00668,Kartika Kusuma,0894-4065-3279,Female,32,Tangerang,Banten,2022-12-30,Google Search
CUST-00669,Rangga Purnama,0851-4870-4697,Male,,Balikpapan,Kalimantan Timur,2022-09-27,TikTok Ads
CUST-00670,Anwar Rahayu,+6286957823977,Female,30,Bandung,Jawa Barat,2022-02-06,Referral
CUST-00671,Vina Hidayat,0868-1411-9381,Male,30,Bekasi,Jawa Barat,2022-08-14,Marketplace
CUST-00672,Zaki Setiawan,0811-4144-3276,Female,40,Bandar Lampung,Lampung,2022-01-18,TikTok Ads
CUST-00673,Hilda Marliana,0826-7457-8134,Female,25,Malang,Jawa Timur,2022-03-26,TikTok Ads
CUST-00674,Hesti Handoko,+6285722453714,Female,22,Semarang,Jawa Tengah,2022-05-01,Organic Social
CUST-00675,Lukman Purnama,082656153527,Female,30,Semarang,Jawa Tengah,2022-12-15,Instagram Ads
CUST-00676,Laras Purnama,088429128492,Male,29,Bogor,Jawa Barat,2022-10-04,Organic Social
CUST-00677,Galih Rahayu,+6284026562872,Female,28,Bandung,Jawa Barat,2022-05-04,Marketplace
CUST-00678,Citra Sukmawati,+6285171212864,Female,39,Tangerang,Banten,2022-10-25,Referral
CUST-00679,Ivan Maulana,081272655250,male,25,pekanbaru,Riau,2022-04-27,Marketplace
CUST-00680,Tono Sukmawati,086728345449,Female,19,Bandar Lampung,Lampung,2022-11-24,Referral
CUST-00681,Bagus Yulianti,086037957184,Male,38,Balikpapan ,Kalimantan Timur,2022-04-25,Instagram Ads
CUST-00682,Krisna Wijaya,0839-3534-8747,Male,28,Palembang,Sumatera Selatan,2022-12-29,Instagram Ads
CUST-00683,Wulan Cahyani,+6283694525856,Female,21,Malang,Jawa Timur,2022-03-17,Organic Social
CUST-00684,Wawan Pratama,086217058683,Male,19,Semarang,Jawa Tengah,2022-09-25,Organic Social
CUST-00685,Prita Wibowo,0866-6283-1108,Female,34,Denpasar,Bali,2022-09-06,Instagram Ads
CUST-00686,Ulfa Purnama,+6289175722405,Female,22,Tangerang,Banten,2022-06-25,Google Search
CUST-00687,Taufik Suryadi,+6287294335895,female,29,Semarang,Jawa Tengah,2022-06-28,Organic Social
CUST-00688,Hilda Lestari,+6285675904551,Female,37,Balikpapan,Kalimantan Timur,2022-07-19,Marketplace
CUST-00689,Jihan Rahayu,085322479004,Male,20,BEKASI,Jawa Barat,2022-07-07,Instagram Ads
CUST-00690,Beni Sukmawati,+6285952025662,Male,30,Depok,Jawa Barat,2022-12-13,Organic Social
CUST-00691,Galih Marliana,083510268890,Female,35,Palembang,Sumatera Selatan,2022-11-29,Instagram Ads
CUST-00692,Oki Firmansyah,+6283267336997,Male,20,Jakarta,DKI Jakarta,2022-03-24,Instagram Ads
CUST-00693,Oki Pratama,+6286412176039,Female,23,Malang,Jawa Timur,2022-03-16,Marketplace
CUST-00694,Joko Ramadhan,+6282869193248,MALE,26,Bekasi,Jawa Barat,2022-09-16,TikTok Ads
CUST-00695,Ulfa Rahayu,083983849550,Female,37,Semarang,Jawa Tengah,2022-06-09,Google Search
CUST-00696,Sari Santoso,084188025476,Female,30,Bekasi,Jawa Barat,2022-10-22,TikTok Ads
CUST-00697,Cahya Ramadhan,0892-2272-8441,Female,24, Semarang,Jawa Tengah,2022-12-27,Google Search
CUST-00698,Kevin Purnama,0832-6769-7317,Male,33,Semarang,Jawa Tengah,2022-02-25,Instagram Ads
CUST-00699,Bayu Anggraini,+6284595758261,female,32,Solo,Jawa Tengah,2022-11-07,TikTok Ads
CUST-00700,Endah Suryadi,0874-6515-8629,Female,31,Malang,Jawa Timur,2022-08-02,TikTok Ads
CUST-00701,Zaki Sukmawati,0864-5306-3380,Female,28,Palembang,Sumatera Selatan,2022-08-05,Instagram Ads
CUST-00702,Dinda Nugroho,086276279883,Female,36,Balikpapan,Kalimantan Timur,2022-02-06,Organic Social
CUST-00703,Farah Setiawan,0897-5127-9843,Male,33,Bandung,Jawa Barat,2022-01-30,Referral
CUST-00704,Kevin Kurniawan,0858-4074-3582,Female,19,Surabaya,Jawa Timur,2022-09-18,Instagram Ads
CUST-00705,Mega Marliana,084716988671,Female,29,Jakarta,DKI Jakarta,2022-12-07,TikTok Ads
CUST-00706,Zahra Marliana,087594537892,Female,19,Makassar,Sulawesi Selatan,2022-09-16,Referral
CUST-00707,Rizky Santoso,089872993651,Male,23,Bekasi,Jawa Barat,2022-10-11,Google Search
CUST-00708,Vina Prakoso,0857-3885-3071,Male,30,Balikpapan,Kalimantan Timur,2022-09-12,Referral
CUST-00709,Oki Setiawan,0891-9642-6033,Male,35,Depok,Jawa Barat,2022-10-08,Google Search
CUST-00710,Nanda Lestari,0830-3318-2798,Male,20,Yogyakarta,DI Yogyakarta,2022-07-01,Organic Social
CUST-00711,Adit Prakoso,0883-3215-8492,Female,19,Pekanbaru,Riau,2022-05-06,Organic Social
CUST-00712,Vina Permana,0844-2701-4760,Male,29,surabaya,Jawa Timur,2022-06-23,TikTok Ads
CUST-00713,Yuni Maulana,+6281774774237,M,25,Bandung,Jawa Barat,2022-11-18,Instagram Ads
CUST-00714,Rangga Santoso,0822-9924-4218,Male,26,Yogyakarta,DI Yogyakarta,2022-03-30,Instagram Ads
CUST-00715,Ivan Wibowo,+6283583508352,male,26,Bandung,Jawa Barat,2022-01-29,Organic Social
CUST-00716,Eka Kusuma,0868-6367-1326,Female,31,SEMARANG,Jawa Tengah,2022-10-03,Referral
CUST-00717,Cindy Lestari,085921298558,Female,30,Makassar,Sulawesi Selatan,2022-04-29,TikTok Ads
CUST-00718,Fajar  Kurniawan,0857-9621-3704,Female,40,Semarang,Jawa Tengah,2022-02-28,Organic Social
CUST-00719,Rangga Setiawan,0859-7420-2427,Male,34,Bogor,Jawa Barat,2022-11-22,Organic Social
CUST-00720,Krisna Purnama,085549974329,Male,23,Malang,Jawa Timur,2022-12-19,Referral
CUST-00721,Gita Rahayu,+6288433483158,Male,19,Bekasi,Jawa Barat,2022-03-16,Marketplace
CUST-00722,Nadia Anggraini,0897-7741-2582,Female,28,Balikpapan,Kalimantan Timur,2022-02-11,Marketplace
CUST-00723,Krisna Firmansyah,0837-5931-4438,Female,32,Balikpapan,Kalimantan Timur,2022-11-12,Referral
CUST-00724,Nanda Lestari,0861-3000-5925,Female,34,Yogyakarta,DI Yogyakarta,2022-04-17,Organic Social
CUST-00725,Galih Yulianti,086285041719,Laki-laki,30,,Jawa Barat,2022-07-14,Organic Social
CUST-00726,Bayu Santoso,0831-5811-8060,Male,24,PALEMBANG,Sumatera Selatan,2022-10-31,Organic Social
CUST-00727,Reza Maulana,0826-9096-4646,Male,38,Medan,Sumatera Utara,2022-08-05,TikTok Ads
CUST-00728,Fajar Prakoso,0898-2195-2842,Female,22,Makassar,Sulawesi Selatan,2022-08-28,Organic Social
CUST-00729,Beni Santoso,088956699148,Male,26,Medan,Sumatera Utara,2022-06-25,Instagram Ads
CUST-00730,Indra Gunawan,+6288064762756,Female,31,Jakarta,DKI Jakarta,2022-04-25,Google Search
CUST-00731,Prita Suryadi,0848-5736-7994,Male,19,Palembang,Sumatera Selatan,2022-01-04,TikTok Ads
CUST-00732,Laras Saputra,0898-7655-8794,Female,22,Solo,Jawa Tengah,2022-06-23,Organic Social
CUST-00733,Lukman Yulianti,+6284367639580,Male,22,Denpasar,Bali,2022-09-30,Google Search
CUST-00734,Bagus Nugroho,0823-7970-5544,Female,25,,Bali,2022-11-21,Referral
CUST-00735,Mega Kurniawan,082541236640,FEMALE,34,Surabaya,Jawa Timur,2022-08-21,Organic Social
CUST-00736,Faisal Wibowo,0867-1106-4280,Female,26,Malang,Jawa Timur,2022-06-28,Google Search
CUST-00737,Citra Suryadi,082759255535,Female,37,Bandung,Jawa Barat,2022-10-07,TikTok Ads
CUST-00738,Adit Marliana,+6283665957625,Female,37,Balikpapan,Kalimantan Timur,2022-04-26,Instagram Ads
CUST-00739,Prita Firmansyah,083215467336,Male,37,Bandung,Jawa Barat,2022-09-24,Organic Social
CUST-00740,Joko Marliana,0870-9752-6545,Female,37,Depok,Jawa Barat,2022-09-16,Google Search
CUST-00741,Hilda Yulianti,082217033985,Female,26,Bandung,Jawa Barat,2022-01-02,Referral
CUST-00742,Cindy Hidayat,085561279443,Male,35,Semarang,Jawa Tengah,2022-12-28,TikTok Ads
CUST-00743,Reza Gunawan,081156847737,Female,19,Balikpapan,Kalimantan Timur,2022-07-20,Google Search
CUST-00744,Maya Gunawan,+6283838373194,Female,38,Bandung ,Jawa Barat,2022-08-19,Organic Social
CUST-00745,Vina Hartono,0890-9329-8180,Female,30,Balikpapan,Kalimantan Timur,2022-06-11,Google Search
CUST-00746,Rangga Sukmawati,085282264541,Female,33,Depok,Jawa Barat,2022-09-05,Instagram Ads
CUST-00747,Yuni Ramadhan,+6289350223951,Female,26,Balikpapan,Kalimantan Timur,2022-07-06,TikTok Ads
CUST-00748,Kartika Santoso,085089156223,Female,20,Balikpapan,Kalimantan Timur,2022-09-21,Organic Social
CUST-00749,Kartika Lestari,+6285388852930,Male,29,BALIKPAPAN,Kalimantan Timur,2022-10-26,Instagram Ads
CUST-00750,Doni Pratama,081327676156,Female,28,Bandar Lampung,Lampung,2022-03-27,Referral
CUST-00751,Zahra Wibowo,+6286619631887,Female,31,Surabaya,Jawa Timur,2022-04-10,Instagram Ads
CUST-00752,Doni Saputra,0825-2477-1960,FEMALE,24,Semarang,Jawa Tengah,2022-11-20,Instagram Ads
CUST-00753,Farah Suryadi,+6289662292817,Male,31,Yogyakarta,DI Yogyakarta,2022-09-26,Organic Social
CUST-00754,Hilda Lestari,081454157552,Female,42,Bandar Lampung,Lampung,2022-02-13,Marketplace
CUST-00755,Hesti Ramadhan,+6284068973727,Female,32,Malang,Jawa Timur,2022-02-07,Google Search
CUST-00756,Vero Darmawan,+6286748617835,Female,25,Solo,Jawa Tengah,2022-08-03,Google Search
CUST-00757,Wulan Utami,0834-9283-4079,Male,22,Semarang,Jawa Tengah,2022-06-04,TikTok Ads
CUST-00758,Erik Wijaya,+6289286856091,Female,28,Balikpapan,Kalimantan Timur,2022-07-28,Organic Social
CUST-00759,Anwar Prakoso,084449842918,Female,39,Balikpapan,Kalimantan Timur,2022-01-23,Organic Social
CUST-00760,Doni Firmansyah,089514899525,Female,,Palembang,Sumatera Selatan,2022-01-28,Marketplace
CUST-00761,Bagus Halim,+6285925693938,Male,21,Bandar Lampung,Lampung,2022-02-16,Marketplace
CUST-00762,Putri Santoso,0876-3358-9964,Male,24,Bogor,Jawa Barat,2022-06-05,Organic Social
CUST-00763,Jihan Purnama,085919614297,Female,28,Bekasi,Jawa Barat,2022-08-08,Instagram Ads
CUST-00764,Doni Darmawan,0829-5446-7986,Male,30,Tangerang,Banten,2022-05-02,Organic Social
CUST-00765,Anwar Saputra,089151439255,Female,42,Bandung,Jawa Barat,2022-04-27,Google Search
CUST-00766,TONO HANDOKO,+6289416288850,Female,23,Bandar Lampung,Lampung,2022-07-19,Instagram Ads
CUST-00767,Lukman Maulana,0874-9938-6599,Female,28, Surabaya,Jawa Timur,2022-10-12,TikTok Ads
CUST-00768,Bayu Wibowo,0852-2531-8576,Female,25,Semarang,Jawa Tengah,2022-09-19,Instagram Ads
CUST-00769,Ulfa Santoso,0888-5717-4664,Female,23,Pekanbaru,Riau,2022-09-23,Instagram Ads
CUST-00770,Sari Nugroho,082927852428,Female,19,Balikpapan,Kalimantan Timur,2022-10-17,Instagram Ads
CUST-00771,Jasmine Kusuma,0875-8917-6471,Male,31,Jakarta,DKI Jakarta,2022-06-29,Referral
CUST-00772,Taufik Saputra,+6284529726586,Female,28,Surabaya,Jawa Timur,2022-09-14,Instagram Ads
CUST-00773,Prita Hidayat,085559231941,Male,22,Balikpapan,Kalimantan Timur,2022-11-25,TikTok Ads
CUST-00774,Dewi Hidayat,+6285455032656,Female,37,Yogyakarta,DI Yogyakarta,2022-11-02,TikTok Ads
CUST-00775,Beni Sukmawati,0896-9608-8327,Female,45,Tangerang,Banten,2022-11-04,Instagram Ads
CUST-00776,Beni Halim,081523734855,Male,27,,DI Yogyakarta,2022-01-22,Marketplace
CUST-00777,Galih Gunawan,+6284392332470,Male,23,Pekanbaru,Riau,2022-03-13,Instagram Ads
CUST-00778,Irfan Permana,0834-6633-3236,Female,25,Medan,Sumatera Utara,2022-06-17,Instagram Ads
CUST-00779,Reza Sukmawati,+6288617768248,Male,29,Balikpapan,Kalimantan Timur,2022-11-08,TikTok Ads
CUST-00780,Doni Yulianti,0818-2503-2345,Female,24,Denpasar,Bali,2022-10-30,Marketplace
CUST-00781,Galih Hidayat,+6286840642827,F,19, Yogyakarta,DI Yogyakarta,2022-08-31,Marketplace
CUST-00782,Irfan Saputra,+6283178893850,Male,25,Solo,Jawa Tengah,2022-08-31,Organic Social
CUST-00783,Zahra Wibowo,0826-8524-3329,Male,37,Semarang,Jawa Tengah,2022-03-10,Referral
CUST-00784,Prita Halim,0895-1411-1983,Male,26,Jakarta,DKI Jakarta,2022-01-04,Marketplace
CUST-00785,Ayu Firmansyah,086845462514,Male,33,Malang,Jawa Timur,2022-11-22,TikTok Ads
CUST-00786,Laras Nugroho,087051829326,Male,31,Medan,Sumatera Utara,2022-03-19,Instagram Ads
CUST-00787,Umar Santoso,+6286462062263,Male,,Balikpapan,Kalimantan Timur,2022-04-05,Organic Social
CUST-00788,Maya Pratama,+6284771522369,Male,32,Balikpapan,Kalimantan Timur,2022-01-14,Instagram Ads
CUST-00789,Nanda Prakoso,082087005542,M,23,Semarang,Jawa Tengah,2022-11-25,TikTok Ads
CUST-00790,Beni Hidayat,0893-9905-2091,Male,27,Balikpapan,Kalimantan Timur,2022-06-21,Instagram Ads
CUST-00791,Bayu Setiawan,0872-8956-2996,Male,22,Medan,Sumatera Utara,2022-05-18,Organic Social
CUST-00792,Adit Darmawan,087057557387,Female,43,Bandung,Jawa Barat,2022-04-27,Instagram Ads
CUST-00793,Oki Marliana,+6288838078702,Female,45,,Sumatera Selatan,2022-01-11,Organic Social
CUST-00794,Bagus Anggraini,+6283953433194,Male,26,Balikpapan,Kalimantan Timur,2022-04-30,Marketplace
CUST-00795,Ivan Darmawan,083387786252,Female,29,Balikpapan,Kalimantan Timur,2022-03-12,Instagram Ads
CUST-00796,Hesti Suryadi,085030467802,Female,23, Balikpapan,Kalimantan Timur,2022-04-25,TikTok Ads
CUST-00797,Ivan Lestari,+6285588953917,Female,23,Bekasi,Jawa Barat,2022-02-24,Marketplace
CUST-00798,Yuni Suryadi,082730513508,Male,35,Depok,Jawa Barat,2022-03-25,Organic Social
CUST-00799,Adit Wibowo,081813358000,Female,34,Malang,Jawa Timur,2022-01-13,Referral
CUST-00800,Adit Kurniawan,+6282345563935,Female,31,Balikpapan,Kalimantan Timur,2022-05-07,Organic Social
CUST-00801,Hesti Kusuma,089290561416,Male,24,Makassar,Sulawesi Selatan,2022-12-14,TikTok Ads
CUST-00802,Jasmine Utami,084135682407,Male,30,Bekasi,Jawa Barat,2022-04-04,Referral
CUST-00803,Gita Gunawan,0828-7085-3627,Female,26, Makassar,Sulawesi Selatan,2022-05-28,Marketplace
CUST-00804,Endah Santoso,0870-5854-9588,MALE,27,Jakarta,DKI Jakarta,2022-02-04,Instagram Ads
CUST-00805,Faisal Purnama,089263933022,Male,20,Balikpapan,Kalimantan Timur,2022-05-16,Organic Social
CUST-00806,Tono Purnama,0836-1059-7035,Female,26,Medan,Sumatera Utara,2022-11-15,Organic Social
CUST-00807,Cindy Wibowo,087881989024,Female,27,Bandung,Jawa Barat,2022-07-11,TikTok Ads
CUST-00808,Zaki Sukmawati,085322726223,Female,39,Denpasar,Bali,2022-02-23,Marketplace
CUST-00809,Vina Anggraini,082481764090,Male,35,Depok,Jawa Barat,2022-07-10,Instagram Ads
CUST-00810,Eka Sukmawati,081719193431,Male,35,Jakarta,DKI Jakarta,2022-04-03,Organic Social
CUST-00811,Sinta Yulianti,+6284657709019,Male,22,Depok,Jawa Barat,2022-05-11,Instagram Ads
CUST-00812,Putri Darmawan,0893-5575-3975,Female,30,Malang,Jawa Timur,2022-12-15,TikTok Ads
CUST-00813,Sinta Halim,082563897043,Male,30,Depok,Jawa Barat,2022-02-20,Instagram Ads
CUST-00814,Ulfa Purnama,+6286718525357,Female,26,Malang,Jawa Timur,2022-06-17,Instagram Ads
CUST-00815,Laras Permana,+6283244106689,Male,27,Balikpapan,Kalimantan Timur,2022-08-03,Referral
CUST-00816,Endah Utami,+6288523665406,Male,27,Surabaya,Jawa Timur,2022-12-11,Referral
CUST-00817,Hana Cahyani,+6287592529701,Male,30,Tangerang,Banten,2022-07-17,Organic Social
CUST-00818,Gita Permana,081961943961,Female,33,Makassar,Sulawesi Selatan,2022-09-25,Google Search
CUST-00819,Galih Setiawan,0897-3384-6722,Male,31,Denpasar,Bali,2022-08-31,Google Search
CUST-00820,Faisal Darmawan,+6285359737712,Female,21,Balikpapan,Kalimantan Timur,2022-08-18,Instagram Ads
CUST-00821,Sari Marliana,0821-2659-1948,Male,35,Semarang,Jawa Tengah,2022-10-04,Organic Social
CUST-00822,Nadia Permana,0871-4486-7659,Female,20,Depok,Jawa Barat,2022-09-12,TikTok Ads
CUST-00823,Beni Sukmawati,089178415968,Male,23,Bandung,Jawa Barat,2022-06-24,Marketplace
CUST-00824,Wulan Sukmawati,+6284039986846,Male,25,Balikpapan,Kalimantan Timur,2022-06-26,Marketplace
CUST-00825,Tono Sukmawati,083725271927,Male,38,Makassar,Sulawesi Selatan,2022-12-14,TikTok Ads
CUST-00826,Jasmine Marliana,085760418161,Female,32,Bogor,Jawa Barat,2022-10-01,Google Search
CUST-00827,Endah Lestari,+6284270626510,Female,20,Denpasar,Bali,2022-03-06,Instagram Ads
CUST-00828,Maya Santoso,084698164402,Female,32,Balikpapan,Kalimantan Timur,2022-12-29,Organic Social
CUST-00829,Joko Kurniawan,+6288648041433,female,,Medan,Sumatera Utara,2022-02-25,Instagram Ads
CUST-00830,Guntur Setiawan,0831-1286-9996,Female,26,Solo,Jawa Tengah,2022-07-08,TikTok Ads
CUST-00831,Rizky Marliana,+6285326328452,Female,23,Yogyakarta,DI Yogyakarta,2022-02-13,TikTok Ads
CUST-00832,Dewi Wijaya,+6289674611070,Female,44,Bandar Lampung,Lampung,2022-03-27,TikTok Ads
CUST-00833,Ayu Setiawan,0848-2424-7542,Male,30,,DI Yogyakarta,2022-10-05,Instagram Ads
CUST-00834,Wulan Hidayat,+6284179443599,Female,27,Bandung,Jawa Barat,2022-03-17,Google Search
CUST-00835,Citra Kusuma,0840-6398-2991,Female,37,Bandar Lampung,Lampung,2022-07-01,Referral
CUST-00836,Vina  Firmansyah,0834-1495-9257,Male,45,Balikpapan,Kalimantan Timur,2022-06-22,Marketplace
CUST-00837,Kevin Pratama,+6286568021393,Male,27,Bogor,Jawa Barat,2022-09-05,Organic Social
CUST-00838,Hesti Suryadi,086685185203,Female,24,Makassar,Sulawesi Selatan,2022-03-16,Marketplace
CUST-00839,Galih Firmansyah,0887-4240-4178,Female,30,Medan,Sumatera Utara,2022-06-21,TikTok Ads
CUST-00840,Tono Kusuma,086935106607,Female,35,Bandar Lampung,Lampung,2022-11-19,Google Search
CUST-00841,Adit Purnama,0888-8120-3858,female,19,Yogyakarta,DI Yogyakarta,2022-05-05,Referral
CUST-00842,Sinta Suryadi,0853-8799-2061,female,42,Bandung,Jawa Barat,2022-09-04,Instagram Ads
CUST-00843,Hesti Suryadi,085979514540,Male,33,Jakarta,DKI Jakarta,2022-11-22,Referral
CUST-00844,Galih Rahayu,0883-5928-4819,MALE,19,Surabaya,Jawa Timur,2022-01-05,Instagram Ads
CUST-00845,Hesti Hartono,+6284151806733,Male,31,Balikpapan,Kalimantan Timur,2022-03-29,Instagram Ads
CUST-00846,Zahra Firmansyah,084276721752,Male,31,Palembang,Sumatera Selatan,2022-10-10,Referral
CUST-00847,Faisal Permana,084944867082,Female,30,Semarang,Jawa Tengah,2022-01-25,Organic Social
CUST-00848,Umar  Halim,0875-3074-2988,Female,28,Makassar,Sulawesi Selatan,2022-11-26,Instagram Ads
CUST-00849,Fajar Setiawan,+6289031659644,Female,41,Bandung,Jawa Barat,2022-11-30,Referral
CUST-00850,Laras Rahayu,088329306241,Female,40,Bandar Lampung,Lampung,2022-06-21,TikTok Ads
CUST-00851,Citra Prakoso,+6287315175124,Female,39,Bogor,Jawa Barat,2022-12-20,Google Search
CUST-00852,Vero Halim,+6285723492072,Female,25,Balikpapan,Kalimantan Timur,2022-02-07,Marketplace
CUST-00853,Hesti Pratama,+6284289944770,Female,35,Bandung,Jawa Barat,2022-08-07,Google Search
CUST-00854,Citra Marliana,0838-7091-3524,Female,28,Malang,Jawa Timur,2022-04-26,Instagram Ads
CUST-00855,Citra Anggraini,+6289297169401,Male,34,,Kalimantan Timur,2022-12-11,Instagram Ads
CUST-00856,Bayu Saputra,0857-3139-3311,Male,25,,Kalimantan Timur,2022-11-06,Organic Social
CUST-00857,Taufik Cahyani,+6283091355618,Female,25,Surabaya,Jawa Timur,2022-03-27,Marketplace
CUST-00858,BENI UTAMI,+6281928251717,Female,40,Bandung,Jawa Barat,2022-04-20,Marketplace
CUST-00859,Reza Suryadi,082199974685,Female,29,Medan,Sumatera Utara,2022-07-17,Marketplace
CUST-00860,Hilda Permana,0884-7332-1735,Female,30,Semarang,Jawa Tengah,2022-10-10,Instagram Ads
CUST-00861,Yuni Purnama,088389562487,Female,19,Semarang,Jawa Tengah,2022-03-14,TikTok Ads
CUST-00862,Yoga Gunawan,+6283589797577,female,32,Medan,Sumatera Utara,2022-03-09,Instagram Ads
CUST-00863,Indra Suryadi,+6285072115668,Male,34,Bogor,Jawa Barat,2022-10-13,Instagram Ads
CUST-00864,Maya Sukmawati,0846-4439-4099,female,37,Pekanbaru,Riau,2022-10-15,Instagram Ads
CUST-00865,Wulan Maulana,0859-1948-1621,Male,28,Bandar Lampung,Lampung,2022-08-16,Referral
CUST-00866,Rizky Cahyani,0832-1179-5258,Female,30,Makassar,Sulawesi Selatan,2022-09-05,Instagram Ads
CUST-00867,Vero Gunawan,+6288548471815,F,29,Bekasi ,Jawa Barat,2022-12-28,Marketplace
CUST-00868,Dinda Ramadhan,0889-3060-7219,Female,31,JAKARTA,DKI Jakarta,2022-12-28,Instagram Ads
CUST-00869,Krisna Purnama,+6284572131133,Male,38,Malang,Jawa Timur,2022-06-16,TikTok Ads
CUST-00870,Indra Setiawan,0811-4468-1886,Male,27,Denpasar,Bali,2022-01-17,TikTok Ads
CUST-00871,Faisal Wijaya,0885-1901-6948,Female,26,Bogor,Jawa Barat,2022-12-26,Marketplace
CUST-00872,Putri Yulianti,0850-5065-9337,Female,26,Medan,Sumatera Utara,2022-03-17,Referral
CUST-00873,Zaki Utami,0854-9989-6687,Female,34,Balikpapan,Kalimantan Timur,2022-03-04,Organic Social
CUST-00874,Endah Wijaya,087962682992,Male,19,Tangerang,Banten,2022-10-11,Instagram Ads
CUST-00875,Prita Maulana,0853-8771-5750,Male,23,Semarang,Jawa Tengah,2022-07-13,Instagram Ads
CUST-00876,Erik Hartono,0856-7170-7785,Female,29,Bandung,Jawa Barat,2022-05-04,Marketplace
CUST-00877,Faisal Handoko,0811-1853-1075,Female,43,Solo,Jawa Tengah,2022-08-17,Organic Social
CUST-00878,Adit Maulana,0857-4393-7538,Female,36,Surabaya ,Jawa Timur,2022-03-24,TikTok Ads
CUST-00879,Yoga Saputra,088099762010,Male,34,Bandung,Jawa Barat,2022-06-30,Referral
CUST-00880,Erik Utami,+6289368702600,Male,19,Solo,Jawa Tengah,2022-03-07,Marketplace
CUST-00881,Kevin Firmansyah,089074548334,Female,22,Yogyakarta,DI Yogyakarta,2022-05-14,Marketplace
CUST-00882,Reza Hidayat,0830-7459-2679,MALE,40,Bandung,Jawa Barat,2022-05-04,Google Search
CUST-00883,Rizky Purnama,086480761190,Female,36,Bandung,Jawa Barat,2022-01-05,Referral
CUST-00884,Sari Kurniawan,+6284135968440,Female,26,Semarang,Jawa Tengah,2022-05-10,TikTok Ads
CUST-00885,Galih Utami,0846-9063-1342,Male,30,Jakarta,DKI Jakarta,2022-02-01,Google Search
CUST-00886,Hesti Handoko,081748936709,Male,19,Jakarta,DKI Jakarta,2022-12-18,Instagram Ads
CUST-00887,Rizky Ramadhan,+6285110844244,Female,32,Denpasar,Bali,2022-08-24,Instagram Ads
CUST-00888,Oki Marliana,0814-2100-8883,Laki-laki,33,Balikpapan,Kalimantan Timur,2022-01-28,Organic Social
CUST-00889,Faisal  Prakoso,083948121678,Male,30,Jakarta,DKI Jakarta,2022-06-06,Organic Social
CUST-00890,Vero Santoso,0835-7620-8073,Female,35,Yogyakarta,DI Yogyakarta,2022-04-05,Instagram Ads
CUST-00891,Hesti Wijaya,+6288125004692,Female,31,Depok,Jawa Barat,2022-06-24,Instagram Ads
CUST-00892,Wulan Utami,+6283483097678,Female,37,Tangerang,Banten,2022-01-28,TikTok Ads
CUST-00893,Wulan Kusuma,0821-2220-5249,Male,39,Surabaya,Jawa Timur,2022-07-10,Google Search
CUST-00894,Jihan Permana,086151767791,Male,25,Medan,Sumatera Utara,2022-12-05,Instagram Ads
CUST-00895,Guntur Maulana,0816-9153-5525,Female,27,Jakarta,DKI Jakarta,2022-01-31,Google Search
CUST-00896,Vina Firmansyah,082399152814,Female,33,Balikpapan,Kalimantan Timur,2022-01-12,Referral
